text,sentiment_compound,sentiment_label,distortion_always_negative,distortion_expecting_worst,distortion_blaming_yourself,distortion_assuming_others,distortion_all_or_nothing,consecutive_negative_days,risk_level
"I guess today was okay, just normal.",-0.01,Neutral,0,0,0,0,0,3,Medium
"I guess today was okay, just normal.",0.062,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.08,Neutral,0,0,0,0,0,0,Low
They probably think I'm stupid.,-0.927,Negative,0,1,1,0,1,5,High
"I guess today was okay, just normal.",-0.088,Neutral,0,0,0,0,0,3,Medium
I had a good time with my friends.,0.722,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.144,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.388,Positive,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.618,Positive,0,0,0,0,0,1,Low
Things are getting better step by step.,0.236,Positive,0,0,0,0,0,0,Low
It's my fault they are mad at me.,-0.497,Negative,0,0,0,1,0,7,Medium
"I guess today was okay, just normal.",0.022,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.061,Neutral,0,0,0,0,0,1,Low
"Nothing matters anymore, it's all ruined.",-0.239,Negative,0,0,1,1,0,2,Medium
"I guess today was okay, just normal.",0.018,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.561,Positive,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.592,Positive,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.337,Negative,0,0,0,1,0,6,Medium
"I guess today was okay, just normal.",0.071,Neutral,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.116,Negative,0,0,0,0,0,7,Medium
"I will never succeed, this always happens.",-0.686,Negative,1,0,0,0,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.4,Negative,1,0,0,0,0,4,Medium
"I guess today was okay, just normal.",-0.046,Neutral,0,0,0,0,0,3,Medium
"I feel great today, everything went well.",0.378,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.089,Neutral,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.779,Negative,0,0,0,1,1,4,High
"I feel great today, everything went well.",0.245,Positive,0,0,0,0,0,1,Low
"Nothing matters anymore, it's all ruined.",-0.934,Negative,1,0,1,0,0,5,High
"Nothing matters anymore, it's all ruined.",-0.462,Negative,1,1,0,1,0,3,Medium
"I guess today was okay, just normal.",-0.067,Neutral,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.005,Neutral,0,0,0,0,0,4,Medium
They probably think I'm stupid.,-0.894,Negative,0,0,0,1,0,5,Medium
"I guess today was okay, just normal.",-0.057,Neutral,0,0,0,0,0,2,Medium
"If it's not perfect, it's a total failure.",-0.546,Negative,0,0,0,0,1,4,Medium
"If it's not perfect, it's a total failure.",-0.171,Negative,0,0,0,0,0,6,Medium
They probably think I'm stupid.,-0.811,Negative,0,0,0,0,1,7,Medium
I had a good time with my friends.,0.127,Positive,0,0,0,0,0,2,Medium
"If it's not perfect, it's a total failure.",-0.169,Negative,0,0,0,0,0,7,Medium
I had a good time with my friends.,0.911,Positive,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.71,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.015,Neutral,0,0,0,0,0,3,Medium
I had a good time with my friends.,0.558,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.066,Neutral,0,0,0,0,0,3,Medium
"I will never succeed, this always happens.",-0.812,Negative,0,1,0,1,0,3,High
"I feel great today, everything went well.",0.2,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.487,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.045,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.069,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.402,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.067,Neutral,0,0,0,0,0,3,Medium
Things are getting better step by step.,0.51,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.018,Neutral,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",0.09,Neutral,0,0,0,0,0,0,Low
Things are getting better step by step.,0.451,Positive,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.645,Negative,1,0,0,1,1,5,High
"If it's not perfect, it's a total failure.",-0.493,Negative,0,0,0,1,0,6,Medium
Things are getting better step by step.,0.914,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.678,Positive,0,0,0,0,0,0,Low
"Nothing matters anymore, it's all ruined.",-0.416,Negative,0,1,0,0,0,1,Medium
"I guess today was okay, just normal.",-0.069,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.017,Neutral,0,0,0,0,0,7,Medium
"I guess today was okay, just normal.",-0.016,Neutral,0,0,0,0,0,4,Medium
"I feel great today, everything went well.",0.231,Positive,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.463,Positive,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.734,Negative,1,0,0,0,1,3,High
Things are getting better step by step.,0.605,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.078,Neutral,0,0,0,0,0,0,Low
Things are getting better step by step.,0.165,Positive,0,0,0,0,0,1,Low
It's my fault they are mad at me.,-0.464,Negative,1,0,0,1,0,2,Medium
"I guess today was okay, just normal.",-0.016,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.035,Neutral,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",0.071,Neutral,0,0,0,0,0,1,Low
I had a good time with my friends.,0.978,Positive,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.3,Negative,0,0,0,1,0,1,Medium
"I guess today was okay, just normal.",-0.005,Neutral,0,0,0,0,0,7,Medium
I am so stressed and tired of this.,-0.784,Negative,0,1,1,1,0,4,High
Things are getting better step by step.,0.532,Positive,0,0,0,0,0,0,Low
I am so stressed and tired of this.,-0.951,Negative,0,1,0,0,0,6,Medium
It's my fault they are mad at me.,-0.389,Negative,0,0,0,0,0,3,Medium
"I guess today was okay, just normal.",0.044,Neutral,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.896,Negative,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",0.068,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.052,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.982,Positive,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.457,Negative,0,1,0,0,0,6,Medium
"If it's not perfect, it's a total failure.",-0.966,Negative,0,1,1,0,0,6,High
I had a good time with my friends.,0.67,Positive,0,0,0,0,0,0,Low
I had a good time with my friends.,0.496,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.077,Neutral,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.127,Positive,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.775,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.076,Neutral,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.823,Positive,0,0,0,0,0,1,Low
It's my fault they are mad at me.,-0.479,Negative,0,1,0,0,0,5,Medium
Things are getting better step by step.,0.775,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.081,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.089,Neutral,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.295,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.063,Neutral,0,0,0,0,0,3,Medium
I had a good time with my friends.,0.507,Positive,0,0,0,0,0,1,Low
Things are getting better step by step.,0.108,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.265,Positive,0,0,0,0,0,2,Medium
"If it's not perfect, it's a total failure.",-0.422,Negative,0,0,0,0,0,5,Medium
I am so stressed and tired of this.,-0.332,Negative,1,0,0,0,0,4,Medium
I had a good time with my friends.,0.854,Positive,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.149,Negative,0,0,0,0,0,6,Medium
Things are getting better step by step.,0.6,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.172,Negative,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.028,Neutral,0,0,0,0,0,5,Medium
"Nothing matters anymore, it's all ruined.",-0.519,Negative,0,1,1,0,1,4,High
"Nothing matters anymore, it's all ruined.",-0.808,Negative,0,0,0,0,0,7,Medium
"I guess today was okay, just normal.",-0.004,Neutral,0,0,0,0,0,4,Medium
"I feel great today, everything went well.",0.878,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.639,Negative,1,1,0,0,1,7,High
"I guess today was okay, just normal.",0.0,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.075,Neutral,0,0,0,0,0,5,Medium
"I will never succeed, this always happens.",-0.556,Negative,1,1,0,1,0,4,High
It's my fault they are mad at me.,-0.574,Negative,0,0,0,1,0,7,Medium
"I will never succeed, this always happens.",-0.43,Negative,0,1,0,0,0,3,Medium
"I guess today was okay, just normal.",0.013,Neutral,0,0,0,0,0,0,Low
It's my fault they are mad at me.,-0.563,Negative,1,0,0,0,0,6,Medium
"I will never succeed, this always happens.",-0.583,Negative,0,0,1,0,0,3,Medium
"I will never succeed, this always happens.",-0.101,Negative,0,0,0,0,0,7,Medium
"I will never succeed, this always happens.",-0.331,Negative,1,0,0,0,0,5,Medium
"I feel great today, everything went well.",0.326,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.051,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.122,Positive,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.208,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.335,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.014,Neutral,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",-0.06,Neutral,0,0,0,0,0,7,Medium
It's my fault they are mad at me.,-0.303,Negative,0,0,1,0,0,1,Medium
Things are getting better step by step.,0.808,Positive,0,0,0,0,0,1,Low
"Nothing matters anymore, it's all ruined.",-0.714,Negative,0,0,0,0,1,2,Medium
"Nothing matters anymore, it's all ruined.",-0.26,Negative,0,0,1,0,0,3,Medium
Things are getting better step by step.,0.718,Positive,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.297,Negative,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",0.097,Neutral,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.145,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.216,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.032,Neutral,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.376,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.979,Positive,0,0,0,0,0,1,Low
I had a good time with my friends.,0.828,Positive,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.471,Positive,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.403,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.005,Neutral,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.631,Positive,0,0,0,0,0,1,Low
I am so stressed and tired of this.,-0.826,Negative,1,0,0,1,0,6,High
"I guess today was okay, just normal.",-0.053,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.023,Neutral,0,0,0,0,0,7,Medium
I had a good time with my friends.,0.684,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.501,Negative,1,0,0,1,1,4,High
"I guess today was okay, just normal.",0.043,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.67,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.032,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.832,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.019,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.094,Neutral,0,0,0,0,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.811,Negative,1,1,0,0,0,3,High
I had a good time with my friends.,1.0,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.364,Negative,0,0,0,1,0,1,Medium
It's my fault they are mad at me.,-0.324,Negative,0,0,0,0,0,6,Medium
"I guess today was okay, just normal.",0.011,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.032,Neutral,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",0.099,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",0.063,Neutral,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.527,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.343,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.712,Positive,0,0,0,0,0,1,Low
They probably think I'm stupid.,-0.132,Negative,0,0,0,0,0,3,Medium
"Nothing matters anymore, it's all ruined.",-0.83,Negative,0,0,1,0,0,1,Medium
"I guess today was okay, just normal.",-0.024,Neutral,0,0,0,0,0,1,Low
"I feel great today, everything went well.",0.455,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.07,Neutral,0,0,0,0,0,1,Low
"I will never succeed, this always happens.",-0.151,Negative,0,0,0,0,0,7,Medium
I had a good time with my friends.,0.875,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.186,Negative,0,0,0,0,0,3,Medium
Things are getting better step by step.,0.186,Positive,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.052,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.01,Neutral,0,0,0,0,0,0,Low
"Nothing matters anymore, it's all ruined.",-0.489,Negative,0,1,1,0,0,5,Medium
"I feel great today, everything went well.",0.397,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.696,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.065,Neutral,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.297,Negative,0,0,0,1,0,3,Medium
Things are getting better step by step.,0.377,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.347,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.9,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.739,Negative,1,0,0,0,0,7,Medium
"Nothing matters anymore, it's all ruined.",-0.927,Negative,0,0,0,0,1,7,Medium
I had a good time with my friends.,0.687,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",0.007,Neutral,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.787,Negative,1,1,1,0,0,3,High
I had a good time with my friends.,0.346,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.414,Positive,0,0,0,0,0,2,Medium
I am so stressed and tired of this.,-0.815,Negative,1,0,1,1,0,2,Medium
"I feel great today, everything went well.",0.332,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.73,Positive,0,0,0,0,0,1,Low
"If it's not perfect, it's a total failure.",-0.297,Negative,0,0,0,0,0,3,Medium
"If it's not perfect, it's a total failure.",-0.813,Negative,1,0,1,0,1,1,Medium
Things are getting better step by step.,0.198,Positive,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.415,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.081,Neutral,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.582,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.008,Neutral,0,0,0,0,0,3,Medium
"I guess today was okay, just normal.",-0.01,Neutral,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",0.025,Neutral,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.068,Neutral,0,0,0,0,0,6,Medium
Things are getting better step by step.,0.937,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.894,Positive,0,0,0,0,0,0,Low
"I will never succeed, this always happens.",-0.609,Negative,0,1,0,0,0,5,Medium
"I will never succeed, this always happens.",-0.24,Negative,0,0,0,0,0,4,Medium
I am so stressed and tired of this.,-0.962,Negative,1,0,0,0,0,5,Medium
"I feel great today, everything went well.",0.156,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.015,Neutral,0,0,0,0,0,2,Medium
"I feel great today, everything went well.",0.33,Positive,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.267,Negative,0,0,1,0,0,6,Medium
"I guess today was okay, just normal.",0.083,Neutral,0,0,0,0,0,0,Low
Things are getting better step by step.,0.153,Positive,0,0,0,0,0,1,Low
"Nothing matters anymore, it's all ruined.",-0.791,Negative,0,1,0,0,0,7,Medium
"I feel great today, everything went well.",0.462,Positive,0,0,0,0,0,0,Low
It's my fault they are mad at me.,-0.458,Negative,0,1,0,0,0,3,Medium
I am so stressed and tired of this.,-0.799,Negative,1,1,0,0,0,7,High
I had a good time with my friends.,0.502,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",-0.092,Neutral,0,0,0,0,0,5,Medium
I am so stressed and tired of this.,-0.514,Negative,1,0,0,1,0,2,Medium
"I guess today was okay, just normal.",0.071,Neutral,0,0,0,0,0,0,Low
"I guess today was okay, just normal.",-0.031,Neutral,0,0,0,0,0,3,Medium
"I feel great today, everything went well.",0.949,Positive,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.098,Neutral,0,0,0,0,0,2,Medium
I had a good time with my friends.,0.73,Positive,0,0,0,0,0,2,Medium
"Nothing matters anymore, it's all ruined.",-0.145,Negative,0,0,0,0,0,1,Low
"I guess today was okay, just normal.",0.081,Neutral,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.981,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.914,Positive,0,0,0,0,0,0,Low
"If it's not perfect, it's a total failure.",-0.792,Negative,1,1,0,0,0,7,High
I had a good time with my friends.,0.612,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.046,Neutral,0,0,0,0,0,5,Medium
"I guess today was okay, just normal.",0.085,Neutral,0,0,0,0,0,2,Medium
Things are getting better step by step.,0.816,Positive,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.085,Neutral,0,0,0,0,0,2,Medium
It's my fault they are mad at me.,-0.912,Negative,0,1,0,0,1,6,High
I am so stressed and tired of this.,-0.673,Negative,1,1,0,0,1,2,Medium
They probably think I'm stupid.,-0.508,Negative,1,1,0,0,0,4,High
I am so stressed and tired of this.,-0.559,Negative,0,0,1,1,0,4,High
Things are getting better step by step.,0.899,Positive,0,0,0,0,0,0,Low
Things are getting better step by step.,0.161,Positive,0,0,0,0,0,0,Low
"I feel great today, everything went well.",0.878,Positive,0,0,0,0,0,1,Low
"Nothing matters anymore, it's all ruined.",-0.361,Negative,1,0,1,1,0,3,Medium
"If it's not perfect, it's a total failure.",-0.51,Negative,1,0,0,0,0,1,Medium
"I guess today was okay, just normal.",-0.06,Neutral,0,0,0,0,0,2,Medium
"I guess today was okay, just normal.",-0.05,Neutral,0,0,0,0,0,4,Medium
"I guess today was okay, just normal.",0.074,Neutral,0,0,0,0,0,1,Low
Things are getting better step by step.,0.276,Positive,0,0,0,0,0,2,Medium
"I will never succeed, this always happens.",-0.497,Negative,1,1,1,1,0,1,Medium
